fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2019-12-31,USD,3931000000,7574000000.0,5636000000,3956000000.0,1581000000,1403000000.0,687000000.0,2627000000,17000000.0,-237000000.0,17000000.0,237000000.0,7807000000.0,-365000000.0,186000000.0,220000000.0,998000000,130000000,287000000.0,871000000.0,1193000000.0,1235000000,1455000000.0,868000000,MSI
2018-12-31,USD,3480000000,7344000000.0,3864000000,3863000000.0,1255000000,1254000000.0,637000000.0,2536000000,18000000.0,-240000000.0,18000000.0,240000000.0,7322000000.0,53000000.0,172000000.0,188000000.0,1099000000,133000000,234000000.0,969000000.0,763000000.0,1339000000,1527000000.0,966000000,MSI
2017-12-31,USD,3024000000,6380000000.0,3356000000,3356000000.0,1284000000,1025000000.0,568000000.0,1888000000,14000000.0,-215000000.0,14000000.0,215000000.0,-16000000.0,-10000000.0,192000000.0,151000000.0,1072000000,1227000000,215000000.0,-155000000.0,-400000000.0,1287000000,1438000000.0,-155000000,MSI
2016-12-31,USD,2869000000,6038000000.0,3169000000,3169000000.0,1048000000,1044000000.0,553000000.0,2055000000,20000000.0,-225000000.0,20000000.0,225000000.0,-12000000.0,7000000.0,182000000.0,113000000.0,842000000,282000000,227000000.0,560000000.0,109000000.0,1067000000,1180000000.0,560000000,MSI
2015-12-31,USD,2719000000,5695000000.0,2976000000,2976000000.0,994000000,1021000000.0,620000000.0,1850000000,13000000.0,-186000000.0,69000000.0,186000000.0,-16000000.0,-11000000.0,142000000.0,8000000.0,884000000,274000000,186000000.0,640000000.0,599000000.0,1070000000,1078000000.0,610000000,MSI
2014-12-31,USD,2831000000,5881000000.0,3050000000,3050000000.0,-1006000000,1184000000.0,681000000.0,3901000000,21000000.0,-147000000.0,,147000000.0,-23000000.0,-34000000.0,169000000.0,4000000.0,834000000,-465000000,184000000.0,-697000000.0,1731000000.0,981000000,985000000.0,1299000000,MSI
2013-12-31,USD,3109000000,6227000000.0,3118000000,4455000000.0,947000000,1330000000.0,761000000.0,3278000000,19000000.0,-132000000.0,,132000000.0,-13000000.0,9000000.0,157000000.0,26000000.0,1040000000,-59000000,132000000.0,933000000.0,2112000000.0,1172000000,1198000000.0,1099000000,MSI
2012-12-31,USD,3194000000,6269000000.0,3075000000,4350000000.0,920000000,1472000000.0,790000000.0,3464000000,42000000.0,-108000000.0,,108000000.0,-14000000.0,1000000.0,150000000.0,29000000.0,1092000000,211000000,114000000.0,670000000.0,457000000.0,1200000000,1229000000.0,881000000,MSI
2011-12-31,USD,4146000000,8203000000.0,4057000000,4057000000.0,858000000,1912000000.0,1035000000.0,3909000000,58000000.0,-132000000.0,,132000000.0,-55000000.0,-69000000.0,165000000.0,200000000.0,1155000000,-3000000,213000000.0,747000000.0,504000000.0,1287000000,1487000000.0,1158000000,MSI
2010-12-31,USD,3812000000,7617000000.0,3805000000,3805000000.0,751000000,1874000000.0,1037000000.0,6706000000,88000000.0,-220000000.0,-3000000.0,217000000.0,2000000.0,-7000000.0,150000000.0,258000000.0,1036000000,403000000,232000000.0,244000000.0,697000000.0,1253000000,1511000000.0,633000000,MSI
2009-12-31,USD,3477000000,6947000000.0,3470000000,3470000000.0,567000000,1662000000.0,993000000.0,7138000000,74000000.0,-211000000.0,-4000000.0,207000000.0,67000000.0,91000000.0,170000000.0,277000000.0,137000000,188000000,-67000000.0,422000000.0,-160000000.0,344000000,621000000.0,-51000000,MSI
2023-12-31,USD,7160000000,22855000000.0,15695000000,15695000000.0,6225000000,479000000.0,,1423000000,,-515000000.0,,515000000.0,22733000000.0,286000000.0,,2068000000.0,4118000000,2270000000,-10000000.0,1848000000.0,1894000000.0,6225000000,8589000000.0,1848000000,FCX
2022-12-31,USD,7691000000,22780000000.0,15089000000,15060000000.0,7037000000,420000000.0,,1154000000,,-560000000.0,415000000.0,560000000.0,23311000000.0,207000000.0,,2019000000.0,5735000000,2267000000,-31000000.0,3468000000.0,3536000000.0,7037000000,9294000000.0,3468000000,FCX
2021-12-31,USD,8815000000,22845000000.0,14030000000,14014000000.0,8366000000,383000000.0,,891000000,,-602000000.0,602000000.0,602000000.0,22488000000.0,-105000000.0,,1998000000.0,8723000000,2299000000,0.0,4299000000.0,4501000000.0,8366000000,10259000000.0,6424000000,FCX
2020-12-31,USD,2543000000,14198000000.0,11655000000,11559000000.0,2437000000,370000000.0,,402000000,,-598000000.0,598000000.0,598000000.0,13827000000.0,59000000.0,,1528000000.0,1543000000,944000000,101000000.0,596000000.0,692000000.0,2437000000,3923000000.0,599000000,FCX
2019-12-31,USD,1277000000,14402000000.0,13125000000,12926000000.0,1091000000,394000000.0,,437000000,,-620000000.0,620000000.0,620000000.0,14345000000.0,-138000000.0,,1412000000.0,271000000,510000000,27000000.0,-245000000.0,-310000000.0,1091000000,1948000000.0,-239000000,FCX
2018-12-31,USD,5162000000,18628000000.0,13466000000,1758000000.0,4754000000,422000000.0,,1156000000,,-945000000.0,945000000.0,945000000.0,18966000000.0,76000000.0,,1754000000.0,3593000000,991000000,-7000000.0,2613000000.0,2569000000.0,4754000000,6376000000.0,2602000000,FCX
2017-12-31,USD,4423000000,16403000000.0,11980000000,12022000000.0,3690000000,477000000.0,94000000.0,922000000,,-801000000.0,801000000.0,801000000.0,16000000.0,-8000000.0,,1714000000.0,3256000000,883000000,-21000000.0,1751000000.0,1878000000.0,3690000000,5315000000.0,2373000000,FCX
2016-12-31,USD,-2704000000,14830000000.0,17534000000,13263000000.0,-2729000000,597000000.0,64000000.0,229000000,,-755000000.0,755000000.0,755000000.0,23000000.0,-14000000.0,,2610000000.0,-3364000000,371000000,-26000000.0,-3901000000.0,-4199000000.0,-2729000000,-782000000.0,-3735000000,FCX
2015-12-31,USD,-12808000000,14607000000.0,27415000000,28862000000.0,-13512000000,558000000.0,,13745000000,,-617000000.0,617000000.0,645000000.0,-6000000.0,1000000.0,,3497000000.0,-14146000000,-1951000000,0.0,-12251000000.0,-12195000000.0,-13512000000,-10010000000.0,-12195000000,FCX
2014-12-31,USD,1507000000,20001000000.0,18494000000,19580000000.0,-298000000,580000000.0,,5523000000,,-606000000.0,,630000000.0,577000000.0,31000000.0,,3863000000.0,-1043000000,225000000,-73000000.0,-1423000000.0,-1447000000.0,-298000000,4996000000.0,-1268000000,FCX
2013-12-31,USD,4928000000,20552000000.0,15624000000,14713000000.0,5351000000,657000000.0,,2309000000,,,,518000000.0,-369000000.0,-13000000.0,,2797000000.0,4133000000,1475000000,35000000.0,3441000000.0,2759000000.0,5351000000,8263000000.0,2658000000,FCX
2012-12-31,USD,5621000000,17761000000.0,12140000000,11561000000.0,5814000000,431000000.0,,946000000,,-81000000.0,,81000000.0,-168000000.0,27000000.0,,1179000000.0,4551000000,1510000000,249000000.0,3980000000.0,3000000000.0,5814000000,6961000000.0,3041000000,FCX
2011-12-31,USD,8720000000,20500000000.0,11780000000,10920000000.0,9140000000,415000000.0,271000000.0,1310000000,,-312000000.0,,312000000.0,-68000000.0,58000000.0,,1022000000.0,7647000000,3087000000,380000000.0,5747000000.0,4418000000.0,9140000000,10296000000.0,4560000000,FCX
2010-12-31,USD,8548000000,18901000000.0,10353000000,9390000000.0,9068000000,381000000.0,,1108000000,,-462000000.0,,462000000.0,-81000000.0,-13000000.0,,1128000000.0,7319000000,2983000000,81000000.0,5544000000.0,4286000000.0,9068000000,10196000000.0,4336000000,FCX
2009-12-31,USD,-8097000000,14992000000.0,8049000000,19000000.0,6503000000,321000000.0,90000000.0,369000000,,-586000000.0,,586000000.0,-48000000.0,-53000000.0,,1137000000.0,5056000000,2307000000,48000000.0,3534000000.0,6316000000.0,6503000000,7717000000.0,2749000000,FCX
2023-12-31,USD,4084100000,12554700000.0,8470600000,8470600000.0,2559600000,1489900000.0,342200000.0,1952700000,,-139500000.0,,139500000.0,12554700000.0,29300000.0,313700000.0,86000000.0,2437300000,509300000,139500000.0,1928000000.0,1929400000.0,2576800000,2662800000.0,1928000000,APH
2022-12-31,USD,4028200000,12623000000.0,8594800000,8594800000.0,2585800000,1420900000.0,323600000.0,1847000000,,-128400000.0,128400000.0,128400000.0,12623000000.0,10000000.0,306100000.0,81000000.0,2452900000,550600000,128400000.0,1902300000.0,1653800000.0,2581300000,2662300000.0,1902300000,APH
2021-12-31,USD,3401800000,10876300000.0,7474500000,7474500000.0,2105100000,1226300000.0,317700000.0,1700800000,,-115500000.0,115500000.0,115500000.0,10876300000.0,-400000.0,302900000.0,86400000.0,1999900000,409100000,115500000.0,1569400000.0,1582400000.0,2115400000,2201800000.0,1590800000,APH
2020-12-31,USD,2664100000,8598900000.0,5934800000,5934800000.0,1638400000,1014200000.0,260700000.0,1336000000,,-115400000.0,115400000.0,115400000.0,8598900000.0,3600000.0,252700000.0,49600000.0,1516700000,313300000,115400000.0,1203400000.0,1356200000.0,1632100000,1681700000.0,1203400000,APH
2019-12-31,USD,2616000000,8225400000.0,5609400000,5609400000.0,1619200000,971400000.0,234200000.0,1298300000,,-117600000.0,117600000.0,117600000.0,8211100000.0,8600000.0,240000000.0,67300000.0,1486900000,331900000,131900000.0,1155000000.0,1114300000.0,1604500000,1671800000.0,1155000000,APH
2018-12-31,USD,2654900000,8202000000.0,5547100000,5547100000.0,1686900000,959500000.0,220900000.0,1235800000,,-101700000.0,101700000.0,101700000.0,8202000000.0,3200000.0,247600000.0,46900000.0,1576500000,371500000,101700000.0,1216900000.0,1039300000.0,1678200000,1725100000.0,1205000000,APH
2017-12-31,USD,2309900000,7011300000.0,4701400000,4701400000.0,1427600000,878300000.0,193700000.0,1124600000,20200000.0,-92300000.0,20200000.0,92300000.0,7011300000.0,17100000.0,173000000.0,48600000.0,1342200000,691700000,92300000.0,660700000.0,918500000.0,1434500000,1483100000.0,650500000,APH
2016-12-31,USD,2040000000,6286400000.0,4246400000,4246400000.0,1205200000,798200000.0,166100000.0,1055500000,11500000.0,-72600000.0,11500000.0,72600000.0,6286400000.0,8500000.0,,54600000.0,1131400000,308500000,72600000.0,832600000.0,703400000.0,1204000000,1258600000.0,822900000,APH
2015-12-31,USD,1779500000,5500400000.0,4498700000,3789200000.0,1104700000,669100000.0,124700000.0,834200000,18400000.0,-68300000.0,49900000.0,68300000.0,,16400000.0,,34700000.0,1044000000,280500000,68300000.0,772300000.0,619800000.0,1112300000,1147000000.0,763500000,APH
2014-12-31,USD,1693800000,5265100000.0,4347500000,3651700000.0,1034600000,645100000.0,114800000.0,810600000,20200000.0,-80400000.0,,80400000.0,,18300000.0,,36600000.0,966400000,257300000,80400000.0,715200000.0,558300000.0,1046800000,1083400000.0,709100000,APH
2013-12-31,USD,1450800000,4551116000.0,3737956000,3163835000.0,896800000,548000000.0,103400000.0,741095000,,-63553000.0,47000.0,63600000.0,,13400000.0,,20100000.0,843572000,207900000,63553000.0,638749000.0,697700000.0,896800000,927272000.0,635672000,APH
2012-12-31,USD,1343200000,4232452000.0,3483520000,2948853000.0,828300000,512900000.0,92500000.0,718172000,,-59613000.0,-13000.0,59600000.0,,10100000.0,,19800000.0,774617000,219300000,59613000.0,559508000.0,558400000.0,828300000,854017000.0,555317000,APH
2011-12-31,USD,1243660000,3896757000.0,3184442000,2696126000.0,751678000,486316000.0,88877000.0,648901000,,-43029000.0,,43029000.0,,8103000.0,,15200000.0,712101000,187910000,43029000.0,528842000.0,488891000.0,751678000,770330000.0,524191000,APH
2010-12-31,USD,1158228000,3513360000.0,2853744000,2395873000.0,700357000,457871000.0,77570000.0,601567000,,-40741000.0,,40741000.0,,4072000.0,,14000000.0,657680000,161275000,40741000.0,502413000.0,511738000.0,698421000,712421000.0,496405000,APH
2009-12-31,USD,886554000,2778904000.0,2331152000,1933511000.0,488913000,397641000.0,63978000.0,438802000,,-36586000.0,,36586000.0,-4575000.0,-1225000.0,,98524000.0,437145000,119311000,41161000.0,327216000.0,358335000.0,473731000,587437000.0,317834000,APH
2024-09-30,USD,22714400000,36176200000.0,13461800000,26467100000.0,5408800000,3120600000.0,,5198800000,,-439200000.0,122800000.0,562000000.0,,,,1512600000.0,4968200000,1207300000,,3762300000.0,4109900000.0,5530200000,7042800000.0,3760900000,SBUX
2023-09-30,USD,22908700000,35975600000.0,13066900000,26129400000.0,5870800000,2949100000.0,,4781600000,,-550100000.0,81200000.0,550100000.0,0.0,,,1362600000.0,5401700000,1277200000,550100000.0,4124700000.0,3810200000.0,5951800000,7314400000.0,4124500000,SBUX
2022-09-30,USD,20150000000,32250300000.0,12100300000,23879200000.0,4617800000,2448700000.0,,4404100000,,-482900000.0,97000000.0,482900000.0,0.0,97000000.0,,1447900000.0,4230100000,948500000,482900000.0,3283400000.0,2671200000.0,4713000000,6160900000.0,3281600000,SBUX
2021-09-30,USD,18221500000,29060600000.0,10839100000,20669600000.0,4872100000,2237700000.0,,3344800000,,-469800000.0,90100000.0,469800000.0,864500000.0,954600000.0,,1441700000.0,5355900000,1156600000,469800000.0,4200300000.0,4711100000.0,5825700000,7267400000.0,4199300000,SBUX
2020-09-30,USD,13737700000,23518000000.0,9780300000,50000000.0,1561700000,1938400000.0,,3993800000,,-437000000.0,39700000.0,437000000.0,84900000.0,39700000.0,,1431300000.0,1168000000,239700000,437000000.0,924700000.0,1062200000.0,1605000000,3036300000.0,928300000,SBUX
2019-09-30,USD,14398800000,26508600000.0,12109800000,8526900000.0,4077900000,2069800000.0,,3266500000,,-331000000.0,96500000.0,331000000.0,687400000.0,719300000.0,,1377300000.0,4470800000,871600000,331000000.0,3594600000.0,3426200000.0,4801800000,6179100000.0,3599200000,SBUX
2018-09-30,USD,10973900000,24719500000.0,13745600000,7930700000.0,3883300000,2019300000.0,,3644000000,,-170300000.0,191400000.0,170300000.0,466400000.0,2067000000.0,,1247000000.0,5780300000,1262000000,170300000.0,4518000000.0,4343600000.0,5950600000,7197600000.0,4518300000,SBUX
2017-09-30,USD,10311000000,22386800000.0,12075800000,7065800000.0,4134700000,1733300000.0,,3495200000,,-92500000.0,275300000.0,92500000.0,46600000.0,275300000.0,,1011400000.0,4317300000,1432600000,92500000.0,2884900000.0,2837500000.0,4409800000,5421200000.0,2884700000,SBUX
2016-09-30,USD,10144800000,21315900000.0,11125200000,8509000000.0,4171900000,1609200000.0,,3184600000,,-81300000.0,108000000.0,81300000.0,-25100000.0,108000000.0,,980800000.0,4197400000,1379700000,81300000.0,2818900000.0,2908700000.0,4278700000,5259500000.0,2817700000,SBUX
2015-09-30,USD,8534800000,19018600000.0,10483800000,7787500000.0,3601000000,1776100000.0,,3231200000,,-70500000.0,27500000.0,70500000.0,-73600000.0,372500000.0,,893900000.0,3901100000,1143700000,131600000.0,2759300000.0,2563800000.0,3971600000,4865500000.0,2757400000,SBUX
2014-09-30,USD,7304500000,16398400000.0,9093900000,6858800000.0,3081100000,1505700000.0,,2657500000,,-64100000.0,,64100000.0,14700000.0,142700000.0,,709600000.0,3160100000,1092000000,64100000.0,2067700000.0,2026400000.0,3224200000,3933800000.0,2068100000,SBUX
2013-09-30,USD,6407900000,14892200000.0,8484300000,6382300000.0,-325400000,1450500000.0,,2587300000,,-28100000.0,,28100000.0,9300000.0,123600000.0,,621400000.0,-230400000,-238700000,28100000.0,8800000.0,52600000.0,-202300000,419100000.0,8300000,SBUX
2012-09-30,USD,5642700000,13299500000.0,7656800000,5813300000.0,1997400000,1261500000.0,,2306100000,,-32700000.0,,32700000.0,10000000.0,94400000.0,,550300000.0,2058200000,674400000,32700000.0,1384700000.0,1360200000.0,2090900000,2641200000.0,1383800000,SBUX
2011-09-30,USD,5090700000,11700400000.0,6609700000,4915500000.0,1728500000,1134700000.0,15000000.0,2120300000,,-33300000.0,,33300000.0,13700000.0,115900000.0,,523300000.0,1808800000,563100000,33300000.0,1248000000.0,1234800000.0,1842100000,2365400000.0,1245700000,SBUX
2010-09-30,USD,4870400000,10707400000.0,5837000000,4416500000.0,1419400000,745700000.0,9000000.0,1704300000,,-32700000.0,,32700000.0,10900000.0,,,510400000.0,1434300000,488700000,32700000.0,948300000.0,937400000.0,1467000000,1977400000.0,945600000,SBUX
2009-09-30,USD,3866100000,9774600000.0,5869400000,4324900000.0,562000000,453000000.0,6500000.0,1848000000,,-39100000.0,,39100000.0,7100000.0,,,534700000.0,559200000,168400000,39100000.0,315200000.0,407800000.0,598300000,1133000000.0,390800000,SBUX
2024-11-02,USD,5381343000,9439957000.0,6851712000,4045814000.0,2032798000,1068640000.0,1487863000.0,3348545000,78817000.0,,,322227000.0,9427157000.0,-12048000.0,362771000.0,1700000000.0,1777340000,142067000,322227000.0,1635273000.0,1638319000.0,2032798000,3732798000.0,1635273000,ADI
2023-10-28,USD,7877218000,12053798000.0,7862615000,4428321000.0,3823112000,1273584000.0,1660194000.0,4054106000,41287000.0,-264641000.0,41287000.0,264641000.0,12305539000.0,8245000.0,334704000.0,2000000000.0,3608003000,293424000,264641000.0,3314579000.0,3324429000.0,3872644000,5872644000.0,3314579000,ADI
2022-10-29,USD,7532474000,11813545000.0,8036363000,4481479000.0,3278700000,1266175000.0,1700518000.0,4253774000,6906000.0,-200408000.0,6906000.0,200408000.0,12013953000.0,13551000.0,283338000.0,2014200000.0,3098749000,350188000,200408000.0,2748561000.0,2736974000.0,3299157000,5313357000.0,2748561000,ADI
2021-10-30,USD,4525012000,6931868000.0,4636507000,2793274000.0,1692201000,915418000.0,1296126000.0,2832811000,1220000.0,-184825000.0,1220000.0,184825000.0,7116693000.0,35268000.0,231275000.0,843359000.0,1328714000,-61708000,399975000.0,1390422000.0,1453318000.0,1513539000,2356898000.0,1390422000,ADI
2020-10-31,USD,3690478000,5409751000.0,3201986000,1912578000.0,1498244000,659923000.0,1050519000.0,2192234000,4305000.0,-193305000.0,4305000.0,193305000.0,5603056000.0,2373000.0,233775000.0,577148000.0,1311617000,90856000,193305000.0,1220761000.0,1161478000.0,1504922000,2082070000.0,1220761000,ADI
2019-11-02,USD,4013750000,5761990000.0,3291642000,1977315000.0,1710608000,648094000.0,1130348000.0,2303142000,10229000.0,-229075000.0,10229000.0,229075000.0,5991065000.0,-6034000.0,240677000.0,570574000.0,1485728000,122717000,229075000.0,1363011000.0,1233652000.0,1714803000,2285377000.0,1363011000,ADI
2018-11-03,USD,4250396000,6200942000.0,1950546000,1974293000.0,1899589000,695540000.0,1165047000.0,2350807000,9383000.0,-253589000.0,9383000.0,253589000.0,6224689000.0,-69000.0,228525000.0,570538000.0,1655314000,148334000,253589000.0,1506980000.0,1509899000.0,1908903000,2479441000.0,1506980000,ADI
2017-10-28,USD,3168241000,5107503000.0,1939262000,2078113000.0,1162761000,690533000.0,968133000.0,2005480000,30333000.0,-250840000.0,30333000.0,250840000.0,0.0,-7507000.0,194666000.0,389393000.0,934747000,129368000,250840000.0,727259000.0,817834000.0,1185587000,1574980000.0,805379000,ADI
2016-10-29,USD,2227173000,3421409000.0,1194236000,1194236000.0,1028112000,461438000.0,653816000.0,1199061000,21221000.0,-88757000.0,21221000.0,88757000.0,-3300000.0,-3655000.0,134540000.0,75250000.0,956921000,95257000,92057000.0,861664000.0,838701000.0,1045678000,1120928000.0,861664000,ADI
2015-10-31,USD,2259262000,3408062000.0,1756595000,1175830000.0,830841000,478972000.0,637459000.0,1428421000,8625000.0,-27030000.0,18405000.0,27030000.0,0.0,-2322000.0,130147000.0,92093000.0,810114000,113236000,27030000.0,696878000.0,814553000.0,837144000,929237000.0,696878000,ADI
2014-11-01,USD,1830188000,2829989000.0,1595689000,1034585000.0,752484000,454676000.0,559686000.0,1077704000,12173000.0,-34784000.0,,34784000.0,0.0,-528000.0,114064000.0,27906000.0,729345000,100025000,34784000.0,629320000.0,541340000.0,764129000,792035000.0,629320000,ADI
2013-11-02,USD,1692411000,2596382000.0,1367579000,941278000.0,753075000,396233000.0,513035000.0,939336000,12753000.0,-27102000.0,,27102000.0,-10205000.0,76597000.0,110196000.0,220000.0,815323000,141836000,37307000.0,673487000.0,657335000.0,842425000,842645000.0,673487000,ADI
2012-11-03,USD,1741001000,2674720000.0,1365219000,960141000.0,824048000,396519000.0,511835000.0,916953000,14448000.0,-26422000.0,,26422000.0,0.0,1459000.0,109705000.0,128000.0,813533000,162297000,26422000.0,651236000.0,1264247000.0,839955000,840083000.0,651236000,ADI
2011-10-29,USD,1986541000,2974174000.0,1417071000,1006779000.0,1072025000,406707000.0,505570000.0,914516000,9060000.0,-19146000.0,,19146000.0,0.0,-492000.0,116873000.0,1346000.0,1067947000,200553000,19146000.0,860894000.0,848628000.0,1087093000,1088439000.0,867394000,ADI
2010-10-30,USD,1799422000,2751074000.0,1374613000,962081000.0,900074000,390560000.0,492305000.0,899348000,9837000.0,-10429000.0,,10429000.0,,2183000.0,116083000.0,4828000.0,902524000,190440000,10429000.0,711225000.0,1400821000.0,912953000,917781000.0,712084000,ADI
2009-10-31,USD,1118637000,2010814000.0,1290488000,896271000.0,284817000,333184000.0,446980000.0,833820000,15621000.0,-4094000.0,,4094000.0,,1100000.0,132493000.0,7377000.0,297808000,50036000,4094000.0,247408000.0,533474000.0,301902000,309279000.0,247772000,ADI
2024-02-29,USD,5017500000,20641100000.0,6938900000,4944300000.0,3169700000,1847800000.0,,1938300000,-511800000.0,-1400000.0,,1400000.0,20642500000.0,,427900000.0,10700000.0,2184000000,456600000,2100000.0,1765200000.0,2075700000.0,3169700000,2196100000.0,1727400000,STZ
2023-02-28,USD,4769000000,19569700000.0,7682400000,4683600000.0,2842900000,1926100000.0,,2993600000,-2036400000.0,-1100000.0,2435100000.0,1100000.0,19570800000.0,,383800000.0,12400000.0,351100000,422100000,25300000.0,-38500000.0,370200000.0,2842900000,364600000.0,-71000000,STZ
2022-02-28,USD,4707300000,18413100000.0,5835700000,4113400000.0,2331700000,1709700000.0,,1722300000,-1635500000.0,-500000.0,1991900000.0,500000.0,18413600000.0,-1664900000.0,337300000.0,10900000.0,269000000,309400000,29900000.0,1000000.0,-117600000.0,2331700000,280400000.0,-40400000,STZ
2021-02-28,USD,4466000000,17933500000.0,5830300000,4148900000.0,2791100000,1674900000.0,,1681400000,150300000.0,-32000000.0,235400000.0,32000000.0,17965500000.0,137500000.0,293800000.0,16300000.0,2509100000,511100000,44800000.0,2031800000.0,1928800000.0,2791100000,2557400000.0,1998000000,STZ
2020-02-29,USD,4151900000,17359400000.0,5831300000,4191600000.0,2154500000,1621800000.0,,1639700000,-2668600000.0,-37900000.0,3097300000.0,37900000.0,17397300000.0,-2671000000.0,326500000.0,17900000.0,-978400000,-966600000,40300000.0,21400000.0,75800000.0,2154500000,-922600000.0,-11800000,STZ
2019-02-28,USD,4080300000,16595500000.0,5709800000,4035700000.0,2412200000,1668100000.0,,1674100000,2101600000.0,-379100000.0,1734500000.0,379100000.0,16974600000.0,2099900000.0,333100000.0,6000000.0,4121800000,685900000,380800000.0,3459100000.0,3284900000.0,4500900000,4506900000.0,3435900000,STZ
2018-02-28,USD,3812500000,7909000000.0,5306400000,3767800000.0,2279800000,1532700000.0,,1538600000,487200000.0,-334300000.0,155200000.0,334300000.0,-83500000.0,487200000.0,293800000.0,5900000.0,2326100000,22700000,431300000.0,2330800000.0,2500300000.0,2660400000,2666300000.0,2303400000,STZ
2017-02-28,USD,3519000000,7716700000.0,5204900000,3802100000.0,2389000000,1392400000.0,,1402800000,27300000.0,-335100000.0,306000000.0,335100000.0,-9800000.0,27300000.0,237500000.0,10400000.0,2078900000,550300000,335100000.0,1539200000.0,1581300000.0,2414000000,2424400000.0,1528600000,STZ
2016-02-29,USD,2942300000,6838700000.0,4824000000,3606100000.0,1765100000,1177200000.0,,1217900000,24500000.0,-314700000.0,262800000.0,314700000.0,-70400000.0,800000.0,180300000.0,40700000.0,1495500000,440600000,315800000.0,1060600000.0,733300000.0,1810200000,1850900000.0,1054900000,STZ
2015-02-28,USD,2578600000,6297700000.0,4567800000,3449400000.0,1500200000,1078400000.0,,1118400000,1400000.0,-339100000.0,,339100000.0,-35300000.0,1400000.0,162000000.0,40000000.0,1182700000,343400000,339100000.0,836200000.0,622400000.0,1521800000,1561800000.0,839300000,STZ
2014-02-28,USD,1991700000,5083300000.0,4076900000,2876000000.0,2437700000,895100000.0,,1599000000,7700000.0,-330900000.0,,330900000.0,3200000.0,7700000.0,139800000.0,27100000.0,2202300000,259200000,330900000.0,1943100000.0,1897000000.0,2533200000,2560300000.0,1943100000,STZ
2013-02-28,USD,1108300000,2948300000.0,2285200000,1687800000.0,522900000,585400000.0,,920600000,6800000.0,-233900000.0,,233900000.0,10800000.0,6800000.0,108200000.0,12000000.0,516400000,128600000,233900000.0,387800000.0,346200000.0,750300000,762300000.0,387800000,STZ
2012-02-29,USD,1062100000,2797400000.0,2174300000,1592200000.0,486500000,537500000.0,,884500000,6600000.0,-181000000.0,6600000.0,187600000.0,-700000.0,,98400000.0,6500000.0,534000000,89000000,181000000.0,445000000.0,429900000.0,721600000,728100000.0,445000000,STZ
2011-02-28,USD,1190100000,3901400000.0,2805900000,2141900000.0,502500000,640900000.0,,859300000,3500000.0,-195300000.0,3500000.0,198800000.0,-2300000.0,243800000.0,119200000.0,9100000.0,551000000,-8500000,195300000.0,919900000.0,161100000.0,749800000,758900000.0,559500000,STZ
2024-02-03,USD,2293600000,5296000000.0,5576900000,3214100000.0,-567700000,834000000.0,1896200000.0,4259000000,,-211700000.0,8800000.0,211700000.0,5507700000.0,11900000.0,148200000.0,1397700000.0,-758700000,174700000,211700000.0,-933400000.0,-932300000.0,-547000000,850700000.0,-933400000,MRVL
2023-01-28,USD,2987500000,5749000000.0,4704200000,2932100000.0,238000000,843600000.0,1784300000.0,3656400000,,-170600000.0,5300000.0,170600000.0,5919600000.0,12400000.0,126800000.0,304900000.0,85100000,248600000,170600000.0,-163500000.0,-163500000.0,255700000,560600000.0,-163500000,MRVL
2022-01-29,USD,2064200000,4321929000.0,4190171000,2398200000.0,-347700000,1494490000.0,1424200000.0,3216319000,,-139341000.0,-41000.0,139300000.0,4461270000.0,2700000.0,113500000.0,265900000.0,-483500000,-62500000,139341000.0,-421034000.0,-421000000.0,-344200000,-78300000.0,-421000000,MRVL
2023-12-31,USD,18564000000,20394000000.0,1830000000,1356000000.0,15489000000,474000000.0,,2309000000,211000000.0,-1141000000.0,211000000.0,1141000000.0,27752000000.0,4000000.0,1190000000.0,1196000000.0,12400000000,2519000000,1141000000.0,12059000000.0,9881000000.0,13541000000,16915000000.0,9881000000,LNG
2022-12-31,USD,7380000000,33428000000.0,26048000000,25632000000.0,4559000000,416000000.0,16000000.0,2097000000,57000000.0,-1406000000.0,1404000000.0,1406000000.0,34218000000.0,-50000000.0,1113000000.0,1726000000.0,1887000000,459000000,1406000000.0,2635000000.0,1428000000.0,3293000000,5621000000.0,1428000000,LNG
2021-12-31,USD,1758000000,15864000000.0,14106000000,13773000000.0,-701000000,325000000.0,7000000.0,1769000000,,-1438000000.0,1439000000.0,1438000000.0,19109000000.0,-22000000.0,1006000000.0,1404000000.0,-3056000000,-713000000,1438000000.0,-1565000000.0,-2343000000.0,-1618000000,171000000.0,-2343000000,LNG
2020-12-31,USD,4895000000,9358000000.0,4463000000,4161000000.0,2631000000,302000000.0,6000000.0,1622000000,,-1525000000.0,1758000000.0,1525000000.0,8986000000.0,-112000000.0,926000000.0,1223000000.0,-42000000,43000000,1525000000.0,501000000.0,-85000000.0,1483000000,3566000000.0,-85000000,LNG
