fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2016-12-31,USD,18675000000,13228000000.0,6721000000.0,6721000000.0,1534000000.0,1416000000.0,5305000000.0,733000000.0,603000000.0,2478000000.0,722000000.0,1756000000.0,1614000000.0,132000000.0,1614000000.0,253000000.0,1929000000.0,12991000000.0,7206000000.0,609000000.0,,,5180000000.0,5785000000.0,,10419000000.0,5180000000.0,5180000000.0,10419000000.0,620000000.0,524000000.0,5656000000.0,17021000000.0,19418000000.0,,1087000000.0,MA
2015-12-31,USD,16250000000,10984000000.0,5747000000.0,5747000000.0,1436000000.0,1079000000.0,5133000000.0,675000000.0,491000000.0,2694000000.0,803000000.0,1891000000.0,991000000.0,166000000.0,991000000.0,246000000.0,1580000000.0,10188000000.0,6269000000.0,472000000.0,,,3268000000.0,3938000000.0,,6586000000.0,3268000000.0,3268000000.0,6586000000.0,564000000.0,572000000.0,6028000000.0,13522000000.0,16222000000.0,,1121000000.0,MA
2014-12-31,USD,15329000000,10997000000.0,5137000000.0,6305000000.0,1790000000.0,1109000000.0,4481000000.0,615000000.0,437000000.0,2236000000.0,714000000.0,1522000000.0,1238000000.0,245000000.0,1168000000.0,174000000.0,1385000000.0,8505000000.0,6222000000.0,419000000.0,,,41000000.0,2283000000.0,,1494000000.0,41000000.0,1494000000.0,1494000000.0,501000000.0,674000000.0,6790000000.0,9995000000.0,13169000000.0,,1153000000.0,MA
2013-12-31,USD,14242000000,10950000000.0,3599000000.0,7018000000.0,1867000000.0,966000000.0,3473000000.0,526000000.0,394000000.0,1794000000.0,672000000.0,1122000000.0,2936000000.0,240000000.0,2696000000.0,196000000.0,902000000.0,6747000000.0,6032000000.0,338000000.0,,,35000000.0,715000000.0,,0.0,,0.0,35000000.0,363000000.0,598000000.0,7484000000.0,6577000000.0,10121000000.0,,1201000000.0,MA
2012-12-31,USD,12462000000,9357000000.0,2052000000.0,5765000000.0,1631000000.0,925000000.0,3358000000.0,472000000.0,386000000.0,1764000000.0,672000000.0,1092000000.0,6251000000.0,281000000.0,2987000000.0,183000000.0,809000000.0,5533000000.0,4906000000.0,357000000.0,,,,627000000.0,,48000000.0,,,,234000000.0,523000000.0,6917000000.0,4139000000.0,7354000000.0,,124000000.0,MA
2011-12-31,USD,10693000000,7741000000.0,3734000000.0,4949000000.0,747000000.0,808000000.0,3182000000.0,449000000.0,370000000.0,1679000000.0,665000000.0,1014000000.0,2766000000.0,266000000.0,1215000000.0,144000000.0,736000000.0,4816000000.0,4217000000.0,360000000.0,,,,599000000.0,,46000000.0,,,,142000000.0,486000000.0,5868000000.0,2394000000.0,4745000000.0,,127000000.0,MA
2010-12-31,USD,8837000000,6454000000.0,3067000000.0,4198000000.0,,650000000.0,2596000000.0,439000000.0,332000000.0,1207000000.0,530000000.0,677000000.0,1044000000.0,249000000.0,1131000000.0,135000000.0,590000000.0,3621000000.0,3143000000.0,272000000.0,,,,478000000.0,,20000000.0,,,,129000000.0,404000000.0,5205000000.0,1250000000.0,2915000000.0,,131000000.0,MA
2009-12-31,USD,7470000000,5003000000.0,2055000000.0,2879784000.0,,536472000.0,2647119000.0,449000000.0,304000000.0,724000000.0,415000000.0,309000000.0,1039000000.0,517784000.0,824345000.0,126000000.0,184000000.0,3958000000.0,3167000000.0,290000000.0,,,,791281000.0,,20000000.0,0.0,22000000.0,845943000.0,121000000.0,426000000.0,3504000000.0,1250000000.0,1148000000.0,14000.0,130000000.0,MA
2008-12-31,USD,6475849000,4311507000.0,1505000000.0,1505160000.0,,,2164342000.0,306798000.0,278269000.0,692282000.0,394282000.0,298000000.0,,,742095000.0,32619000.0,66397000.0,4543874000.0,2990451000.0,253276000.0,,,149380000.0,1553423000.0,,61730000.0,149380000.0,19387000.0,168767000.0,118151000.0,436255000.0,1927355000.0,1250000000.0,-236100000.0,14000.0,129234776.0,MA
2023-12-31,USD,167558000000,53495000000.0,21859000000.0,27400000000.0,11181000000.0,14873000000.0,120055000000.0,19898000000.0,27878000000.0,70733000000.0,34175000000.0,36558000000.0,9958000000.0,,5541000000.0,4514000000.0,14153000000.0,98784000000.0,46282000000.0,9632000000.0,,3500000000.0,3451000000.0,52502000000.0,,27350000000.0,1469000000.0,25881000000.0,30801000000.0,30206000000.0,13398000000.0,68774000000.0,75662000000.0,153843000000.0,3120000000.0,2407200000.0,JNJ
2022-12-31,USD,187378000000,55294000000.0,12889000000.0,24095000000.0,10268000000.0,16160000000.0,132084000000.0,17982000000.0,25552000000.0,74536000000.0,38489000000.0,36047000000.0,19904000000.0,,9968000000.0,8706000000.0,9212000000.0,110574000000.0,55802000000.0,9889000000.0,,12800000000.0,12756000000.0,48005000000.0,,28437000000.0,1551000000.0,26886000000.0,41195000000.0,30937000000.0,10146000000.0,76804000000.0,41694000000.0,128345000000.0,3120000000.0,2614100000.0,JNJ
2021-12-31,USD,182018000000,60979000000.0,14487000000.0,33492000000.0,10387000000.0,15283000000.0,121039000000.0,18962000000.0,28717000000.0,81638000000.0,46392000000.0,35246000000.0,36923000000.0,,19005000000.0,3701000000.0,10216000000.0,107995000000.0,45226000000.0,11055000000.0,,3800000000.0,3766000000.0,53871000000.0,,32116000000.0,2131000000.0,29985000000.0,35882000000.0,29293000000.0,10686000000.0,74023000000.0,39099000000.0,123060000000.0,3120000000.0,2631800000.0,JNJ
2020-12-31,USD,174894000000,51237000000.0,13985000000.0,26666000000.0,9344000000.0,13576000000.0,123657000000.0,18766000000.0,28038000000.0,89795000000.0,53402000000.0,36393000000.0,26754000000.0,,12681000000.0,3132000000.0,6562000000.0,111616000000.0,42493000000.0,9505000000.0,,2600000000.0,2631000000.0,58352000000.0,,34434000000.0,1799000000.0,32635000000.0,37065000000.0,28965000000.0,11944000000.0,63278000000.0,38490000000.0,113890000000.0,3120000000.0,2632200000.0,JNJ
2019-12-31,USD,157728000000,45274000000.0,17305000000.0,20435000000.0,9020000000.0,14481000000.0,105186000000.0,17658000000.0,25674000000.0,81282000000.0,47643000000.0,33639000000.0,7582000000.0,1149000000.0,3130000000.0,2486000000.0,5695000000.0,98257000000.0,35964000000.0,8544000000.0,,1200000000.0,1202000000.0,62293000000.0,,27594000000.0,1100000000.0,26494000000.0,28796000000.0,26218000000.0,11734000000.0,59471000000.0,38417000000.0,110659000000.0,3120000000.0,2631900000.0,JNJ
2018-12-31,USD,152954000000,46033000000.0,18107000000.0,19687000000.0,8599000000.0,14098000000.0,99756000000.0,17035000000.0,24816000000.0,78064000000.0,47611000000.0,30453000000.0,10005000000.0,517000000.0,1580000000.0,3649000000.0,4182000000.0,93202000000.0,31230000000.0,7537000000.0,,2800000000.0,2796000000.0,61972000000.0,,30320000000.0,2636000000.0,27684000000.0,33116000000.0,13257000000.0,8589000000.0,59752000000.0,34362000000.0,106216000000.0,3120000000.0,2678200000.0,JNJ
2017-12-31,USD,157303000000,43088000000.0,17824000000.0,18296000000.0,8765000000.0,13490000000.0,107636000000.0,17005000000.0,24461000000.0,85134000000.0,53228000000.0,31906000000.0,5310000000.0,758000000.0,472000000.0,2537000000.0,4971000000.0,97143000000.0,30537000000.0,7310000000.0,,3900000000.0,3906000000.0,66606000000.0,,32174000000.0,1500000000.0,30675000000.0,36080000000.0,17467000000.0,9017000000.0,60160000000.0,31554000000.0,101793000000.0,3120000000.0,2684800000.0,JNJ
2016-12-31,USD,141208000000,65032000000.0,18972000000.0,41907000000.0,8144000000.0,11699000000.0,70028000000.0,15912000000.0,21861000000.0,49681000000.0,26876000000.0,22805000000.0,12865000000.0,900000000.0,22935000000.0,3282000000.0,4435000000.0,70790000000.0,26287000000.0,6918000000.0,,4700000000.0,4684000000.0,44503000000.0,,24146000000.0,1700000000.0,22442000000.0,28830000000.0,8537000000.0,9536000000.0,70418000000.0,28352000000.0,110551000000.0,3120000000.0,2714500000.0,JNJ
2015-12-31,USD,133411000000,60210000000.0,13732000000.0,38376000000.0,8053000000.0,10734000000.0,67711000000.0,15905000000.0,20743000000.0,47393000000.0,25764000000.0,21629000000.0,8796000000.0,1514000000.0,24644000000.0,3047000000.0,4413000000.0,62261000000.0,27747000000.0,6668000000.0,,7000000000.0,7004000000.0,34514000000.0,,14961000000.0,2104000000.0,12857000000.0,21965000000.0,8585000000.0,10241000000.0,71150000000.0,22684000000.0,103879000000.0,3120000000.0,2762800000.0,JNJ
2014-12-31,USD,130358000000,55744000000.0,14523000000.0,33089000000.0,8184000000.0,10985000000.0,68529000000.0,16126000000.0,20559000000.0,49054000000.0,27222000000.0,21832000000.0,833000000.0,708000000.0,18566000000.0,7053000000.0,3232000000.0,60606000000.0,25031000000.0,7633000000.0,,3600000000.0,3638000000.0,36282000000.0,,15129000000.0,7000000.0,15122000000.0,18767000000.0,10247000000.0,8034000000.0,69752000000.0,19891000000.0,97245000000.0,3120000000.0,2794800000.0,JNJ
2013-12-31,USD,132683000000,56407000000.0,20927000000.0,29206000000.0,7878000000.0,11713000000.0,72404000000.0,16710000000.0,20423000000.0,50745000000.0,27947000000.0,22798000000.0,885000000.0,,8279000000.0,7610000000.0,4949000000.0,58630000000.0,25675000000.0,6266000000.0,,4900000000.0,4852000000.0,32955000000.0,,15097000000.0,1769000000.0,13328000000.0,19949000000.0,10950000000.0,7854000000.0,74053000000.0,15700000000.0,89493000000.0,3120000000.0,2820000000.0,JNJ
2012-12-31,USD,121347000000,46116000000.0,14911000000.0,21089000000.0,7495000000.0,11309000000.0,70690000000.0,16097000000.0,18557000000.0,51176000000.0,28752000000.0,22424000000.0,6971000000.0,,6178000000.0,6223000000.0,3417000000.0,56521000000.0,24262000000.0,5831000000.0,,4700000000.0,4676000000.0,32259000000.0,,13001000000.0,1512000000.0,11489000000.0,17677000000.0,10616000000.0,8552000000.0,64826000000.0,18476000000.0,85992000000.0,3120000000.0,2771900000.0,JNJ
2012-12-31,USD,113644000000,54316000000.0,24542000000.0,32261000000.0,6285000000.0,10581000000.0,48265000000.0,14739000000.0,17090000000.0,34276000000.0,18138000000.0,16138000000.0,7719000000.0,,7719000000.0,6223000000.0,3773000000.0,56564000000.0,22811000000.0,5725000000.0,,6700000000.0,6658000000.0,33753000000.0,,12969000000.0,42000000.0,12969000000.0,19627000000.0,10616000000.0,10631000000.0,57080000000.0,21659000000.0,81251000000.0,3120000000.0,2728500000.0,JNJ
2011-12-31,USD,102908000000,47307000000.0,19355000000.0,27658000000.0,5378000000.0,9774000000.0,45848000000.0,14553000000.0,15873000000.0,32010000000.0,16716000000.0,15294000000.0,8303000000.0,,8303000000.0,5189000000.0,3942000000.0,46329000000.0,23072000000.0,5623000000.0,,7600000000.0,7617000000.0,23257000000.0,,9169000000.0,13000000.0,9156000000.0,16786000000.0,7872000000.0,6567000000.0,56579000000.0,20783000000.0,77773000000.0,3120000000.0,2743000000.0,JNJ
2010-12-31,USD,94682000000,39541000000.0,15810000000.0,19425000000.0,5180000000.0,9646000000.0,45154000000.0,14759000000.0,14492000000.0,31185000000.0,16323000000.0,14862000000.0,714000000.0,,3615000000.0,4497000000.0,3690000000.0,44094000000.0,21731000000.0,5541000000.0,,6318000000.0,6318000000.0,22363000000.0,,8257000000.0,34000000.0,8223000000.0,14575000000.0,7608000000.0,5947000000.0,50588000000.0,19780000000.0,70306000000.0,3120000000.0,2758000000.0,JNJ
2008-12-31,USD,84912000000,34377000000.0,10768000000.0,10768000000.0,5052000000.0,,50535000000.0,14365000000.0,13027000000.0,27695000000.0,13976000000.0,13719000000.0,,,2041000000.0,6797000000.0,2634000000.0,42401000000.0,20852000000.0,7503000000.0,,,3732000000.0,21549000000.0,,8120000000.0,,8120000000.0,11852000000.0,6187000000.0,4206000000.0,42511000000.0,19033000000.0,63379000000.0,3120000000.0,2835600000.0,JNJ
2023-12-31,USD,226501000000,43333000000.0,2853000000.0,22527000000.0,10189000000.0,11177000000.0,186954000000.0,18940000000.0,16045000000.0,132683000000.0,64900000000.0,67783000000.0,30815000000.0,15368000000.0,19674000000.0,4911000000.0,12471000000.0,137213000000.0,47794000000.0,6710000000.0,2700000000.0,10350000000.0,8217000000.0,92556000000.0,,60499000000.0,2254000000.0,61538000000.0,8096000000.0,20537000000.0,16539000000.0,89014000000.0,114487000000.0,118353000000.0,478000000.0,5646000000.0,PFE
2022-12-31,USD,197000000000,51259000000.0,416000000.0,45048000000.0,8981000000.0,10952000000.0,148080000000.0,16274000000.0,15174000000.0,94745000000.0,43370000000.0,51375000000.0,59591000000.0,15069000000.0,44632000000.0,5017000000.0,13163000000.0,101288000000.0,42138000000.0,6809000000.0,2520000000.0,2945000000.0,385000000.0,62349000000.0,,32884000000.0,2560000000.0,32884000000.0,385000000.0,22568000000.0,13180000000.0,95661000000.0,113969000000.0,125656000000.0,476000000.0,5614000000.0,PFE
2021-12-31,USD,181000000000,59693000000.0,1944000000.0,60194000000.0,9059000000.0,11479000000.0,122219000000.0,14882000000.0,15074000000.0,74354000000.0,25146000000.0,49208000000.0,75934000000.0,21526000000.0,58250000000.0,3820000000.0,7679000000.0,104013000000.0,42671000000.0,5578000000.0,3067000000.0,2241000000.0,605000000.0,64415000000.0,,0.0,1636000000.0,36195000000.0,605000000.0,24939000000.0,9743000000.0,77201000000.0,111361000000.0,103394000000.0,473000000.0,5613000000.0,PFE
2020-12-31,USD,154229000000,35067000000.0,1786000000.0,12223000000.0,8020000000.0,7930000000.0,119062000000.0,13745000000.0,14661000000.0,77893000000.0,28337000000.0,49556000000.0,41674000000.0,20262000000.0,10437000000.0,3646000000.0,4879000000.0,90756000000.0,25920000000.0,4283000000.0,1113000000.0,2703000000.0,701000000.0,66516000000.0,,4000000000.0,2002000000.0,37133000000.0,4701000000.0,11561000000.0,6669000000.0,63238000000.0,110988000000.0,90392000000.0,470000000.0,5564000000.0,PFE
2019-12-31,USD,167594000000,32803000000.0,1121000000.0,9646000000.0,7068000000.0,8724000000.0,117481000000.0,12969000000.0,14990000000.0,82117000000.0,33936000000.0,48181000000.0,27007000000.0,20147000000.0,8525000000.0,2357000000.0,4199000000.0,104148000000.0,37304000000.0,3887000000.0,,16195000000.0,14775000000.0,68337000000.0,,35955000000.0,1462000000.0,35955000000.0,14732000000.0,9334000000.0,6894000000.0,63143000000.0,110801000000.0,97670000000.0,468000000.0,5533000000.0,PFE
2018-12-31,USD,159000000000,49926000000.0,1139000000.0,18833000000.0,7508000000.0,8025000000.0,108191000000.0,13385000000.0,16591000000.0,78138000000.0,35211000000.0,42927000000.0,19384000000.0,2586000000.0,17694000000.0,2461000000.0,,95664000000.0,31858000000.0,4674000000.0,,8831000000.0,4066000000.0,60106000000.0,,32909000000.0,4776000000.0,32909000000.0,4055000000.0,12639000000.0,27197000000.0,63407000000.0,101610000000.0,89554000000.0,467000000.0,5791000000.0,PFE
2017-12-31,USD,172000000000,41141000000.0,1342000000.0,19992000000.0,7578000000.0,8221000000.0,135747000000.0,13865000000.0,16172000000.0,104693000000.0,48741000000.0,55952000000.0,5287000000.0,7015000000.0,18650000000.0,2289000000.0,,100141000000.0,30427000000.0,4656000000.0,,9953000000.0,6420000000.0,65814000000.0,,33538000000.0,3546000000.0,33538000000.0,6408000000.0,11129000000.0,32276000000.0,71308000000.0,89425000000.0,85291000000.0,464000000.0,5964000000.0,PFE
2016-12-31,USD,171615000000,38949000000.0,2595000000.0,17850000000.0,6783000000.0,8225000000.0,131537000000.0,13318000000.0,14807000000.0,107097000000.0,52648000000.0,54449000000.0,735000000.0,7116000000.0,15255000000.0,2249000000.0,3323000000.0,111776000000.0,31115000000.0,4536000000.0,,10688000000.0,6473000000.0,80660000000.0,,31398000000.0,4225000000.0,31398000000.0,31398000000.0,11023000000.0,6337000000.0,59544000000.0,84364000000.0,71774000000.0,461000000.0,6071000000.0,PFE
2015-12-31,USD,167381000000,43804000000.0,3641000000.0,23290000000.0,7513000000.0,8176000000.0,122456000000.0,13766000000.0,13502000000.0,88598000000.0,40356000000.0,48242000000.0,1336000000.0,15999000000.0,19649000000.0,2154000000.0,3420000000.0,102384000000.0,29399000000.0,3620000000.0,,10159000000.0,6439000000.0,73063000000.0,,28818000000.0,3719000000.0,28740000000.0,35257000000.0,10990000000.0,5257000000.0,64720000000.0,79252000000.0,71993000000.0,459000000.0,6176000000.0,PFE
2014-12-31,USD,167566000000,55595000000.0,3343000000.0,36122000000.0,5663000000.0,8669000000.0,110453000000.0,11762000000.0,13226000000.0,77235000000.0,35166000000.0,42069000000.0,1993000000.0,17518000000.0,32779000000.0,2843000000.0,3513000000.0,95944000000.0,21587000000.0,3210000000.0,,5141000000.0,2130000000.0,76022000000.0,,31541000000.0,3011000000.0,31541000000.0,33671000000.0,9153000000.0,4883000000.0,71301000000.0,73021000000.0,72176000000.0,455000000.0,6295000000.0,PFE
2013-12-31,USD,172101000000,56244000000.0,2183000000.0,32408000000.0,6166000000.0,9357000000.0,114766000000.0,12397000000.0,13281000000.0,81904000000.0,39385000000.0,42519000000.0,557000000.0,16406000000.0,30225000000.0,3689000000.0,3596000000.0,95481000000.0,23366000000.0,3234000000.0,,6027000000.0,3000000000.0,72115000000.0,,37160000000.0,2060000000.0,30462000000.0,3000000000.0,9972000000.0,4767000000.0,76307000000.0,67923000000.0,69732000000.0,453000000.0,6438000000.0,PFE
2012-12-31,USD,185798000000,64831000000.0,10081000000.0,32399000000.0,6076000000.0,12378000000.0,120265000000.0,13213000000.0,12752000000.0,88807000000.0,45146000000.0,43661000000.0,597000000.0,14149000000.0,22318000000.0,3567000000.0,3233000000.0,104120000000.0,29186000000.0,2921000000.0,,6424000000.0,2700000000.0,76232000000.0,,39949000000.0,2449000000.0,31036000000.0,64521000000.0,13812000000.0,4851000000.0,81260000000.0,40122000000.0,54240000000.0,448000000.0,7319000000.0,PFE
2011-12-31,USD,188002000000,60817000000.0,3182000000.0,26452000000.0,6610000000.0,13659000000.0,125295000000.0,14673000000.0,13316000000.0,95753000000.0,51184000000.0,44569000000.0,747000000.0,9814000000.0,23270000000.0,101000000.0,,105381000000.0,28909000000.0,3678000000.0,,4016000000.0,4010000000.0,77312000000.0,,40106000000.0,6000000.0,34926000000.0,44116000000.0,15237000000.0,6100000000.0,82190000000.0,31801000000.0,46210000000.0,445000000.0,7637000000.0,PFE
2010-12-31,USD,195014000000,61013000000.0,1735000000.0,28012000000.0,8275000000.0,15079000000.0,130376000000.0,17607000000.0,12732000000.0,100987000000.0,57555000000.0,43432000000.0,36300000000.0,9748000000.0,26277000000.0,8972000000.0,,106749000000.0,28636000000.0,3994000000.0,,5603000000.0,2101000000.0,78140000000.0,,45802000000.0,3502000000.0,38410000000.0,47903000000.0,14305000000.0,5601000000.0,87813000000.0,22712000000.0,42716000000.0,444000000.0,8009000000.0,PFE
2009-12-31,USD,212949000000,61670000000.0,1978000000.0,25969000000.0,12403000000.0,15840000000.0,146293000000.0,22780000000.0,11144000000.0,110372000000.0,68015000000.0,42357000000.0,937000000.0,13122000000.0,23991000000.0,7458000000.0,,122503000000.0,37225000000.0,4370000000.0,,5469000000.0,5442000000.0,85278000000.0,,46227000000.0,27000000.0,43193000000.0,51669000000.0,27386000000.0,5611000000.0,90014000000.0,21632000000.0,40426000000.0,443000000.0,7847000000.0,PFE
2008-12-31,USD,111148000000,43076000000.0,2122000000.0,23731000000.0,4381000000.0,,68072000000.0,13287000000.0,,39185000000.0,17721000000.0,21464000000.0,,,21609000000.0,5034000000.0,4122000000.0,53408000000.0,27009000000.0,1751000000.0,,9320000000.0,9320000000.0,26399000000.0,,7963000000.0,937000000.0,7963000000.0,17283000000.0,11042000000.0,3070000000.0,57556000000.0,57391000000.0,49142000000.0,443000000.0,6750000000.0,PFE
2023-12-31,USD,229623000000,85365000000.0,41862000000.0,65403000000.0,,16169000000.0,41588000000.0,96587000000.0,,21442000000.0,788000000.0,20654000000.0,47140000000.0,58000000.0,23541000000.0,3793000000.0,7582000000.0,76455000000.0,31960000000.0,5712000000.0,1301000000.0,90000000.0,1623000000.0,52609000000.0,600000000.0,18385000000.0,,18385000000.0,18385000000.0,21833000000.0,1370000000.0,153168000000.0,,82070000000.0,0.0,2565000000.0,META
2022-12-31,USD,185727000000,59549000000.0,14681000000.0,40763000000.0,,13466000000.0,40476000000.0,79518000000.0,,21203000000.0,897000000.0,20306000000.0,52106000000.0,17000000.0,26082000000.0,5345000000.0,6583000000.0,60014000000.0,27026000000.0,6107000000.0,1008000000.0,129000000.0,10000000000.0,40191000000.0,558000000.0,9923000000.0,,9923000000.0,19923000000.0,4906000000.0,7764000000.0,125713000000.0,,64799000000.0,0.0,2639000000.0,META
2021-12-31,USD,165987000000,66666000000.0,16601000000.0,47998000000.0,,14039000000.0,34771000000.0,57809000000.0,,19831000000.0,634000000.0,19197000000.0,62828000000.0,34000000.0,31397000000.0,4629000000.0,2751000000.0,41108000000.0,21135000000.0,5135000000.0,1113000000.0,75000000.0,1127000000.0,26417000000.0,506000000.0,,,0.0,13873000000.0,15364000000.0,7227000000.0,124879000000.0,,69761000000.0,0.0,2764000000.0,META
2020-12-31,USD,159316000000,75670000000.0,17576000000.0,61954000000.0,,11335000000.0,31779000000.0,45633000000.0,,19673000000.0,623000000.0,19050000000.0,88756000000.0,62000000.0,44378000000.0,2381000000.0,2758000000.0,31026000000.0,14981000000.0,1331000000.0,717000000.0,54000000.0,1023000000.0,21539000000.0,469000000.0,,,,10654000000.0,12245000000.0,6414000000.0,128290000000.0,,77345000000.0,0.0,2854000000.0,META
2019-12-31,USD,133376000000,66225000000.0,19079000000.0,54855000000.0,,9518000000.0,31828000000.0,35323000000.0,10663000000.0,19609000000.0,894000000.0,18715000000.0,71552000000.0,,35776000000.0,1852000000.0,2673000000.0,32322000000.0,15053000000.0,1363000000.0,503000000.0,855000000.0,800000000.0,18308000000.0,418000000.0,,800000000.0,,10324000000.0,12621000000.0,7745000000.0,101054000000.0,,55692000000.0,0.0,2851000000.0,META
2018-12-31,USD,97334000000,50480000000.0,10019000000.0,41114000000.0,,7587000000.0,46854000000.0,24683000000.0,6890000000.0,19595000000.0,1294000000.0,18301000000.0,62190000000.0,,31095000000.0,1779000000.0,2576000000.0,13207000000.0,7017000000.0,820000000.0,264000000.0,,500000000.0,6190000000.0,418000000.0,,500000000.0,,500000000.0,5550000000.0,6190000000.0,84127000000.0,,41981000000.0,0.0,2875000000.0,META
2017-12-31,USD,84524000000,48563000000.0,8079000000.0,41711000000.0,,5832000000.0,35961000000.0,13721000000.0,4616000000.0,20105000000.0,1884000000.0,18221000000.0,33632000000.0,,33632000000.0,1020000000.0,2135000000.0,10177000000.0,3760000000.0,380000000.0,68000000.0,,2081000000.0,6417000000.0,,72000000.0,390000000.0,,72000000.0,3282000000.0,6417000000.0,74347000000.0,,33990000000.0,0.0,2910000000.0,META
2016-12-31,USD,64961000000,34401000000.0,8903000000.0,29449000000.0,,3993000000.0,30560000000.0,8591000000.0,3212000000.0,20657000000.0,2535000000.0,18122000000.0,20546000000.0,,20546000000.0,959000000.0,1312000000.0,5767000000.0,2875000000.0,302000000.0,62000000.0,,1247000000.0,5323000000.0,,112000000.0,280000000.0,,,2483000000.0,2892000000.0,59194000000.0,,21670000000.0,0.0,2881000000.0,META
2015-12-31,USD,49407000000,21652000000.0,4907000000.0,18434000000.0,,2559000000.0,27755000000.0,5687000000.0,2132000000.0,21272000000.0,3246000000.0,18026000000.0,5029000000.0,,13527000000.0,659000000.0,796000000.0,5189000000.0,1925000000.0,196000000.0,28000000.0,208000000.0,7000000.0,6152000000.0,107000000.0,201000000.0,201000000.0,,201000000.0,1666000000.0,3157000000.0,44218000000.0,,9787000000.0,0.0,2824000000.0,META
2014-12-31,USD,39966000000,13390000000.0,4315000000.0,11199000000.0,,1678000000.0,26514000000.0,3967000000.0,1817000000.0,21910000000.0,3929000000.0,17981000000.0,3422000000.0,,6884000000.0,793000000.0,699000000.0,3870000000.0,1424000000.0,176000000.0,38000000.0,114000000.0,114000000.0,4841000000.0,119000000.0,119000000.0,114000000.0,,233000000.0,1068000000.0,2327000000.0,36096000000.0,,6099000000.0,0.0,2761000000.0,META
2013-12-31,USD,17895000000,13070000000.0,3323000000.0,11449000000.0,,1109000000.0,4825000000.0,2882000000.0,1260000000.0,1722000000.0,883000000.0,839000000.0,4704000000.0,,8126000000.0,461000000.0,221000000.0,2425000000.0,1100000000.0,87000000.0,13000000.0,239000000.0,239000000.0,2211000000.0,237000000.0,237000000.0,239000000.0,0.0,476000000.0,736000000.0,1088000000.0,15470000000.0,,3159000000.0,0.0,2456000000.0,META
2012-12-31,USD,15103000000,11267000000.0,2384000000.0,9626000000.0,,719000000.0,3836000000.0,2391000000.0,882000000.0,1388000000.0,801000000.0,587000000.0,7242000000.0,,7242000000.0,471000000.0,57000000.0,3348000000.0,1052000000.0,65000000.0,8000000.0,365000000.0,365000000.0,2296000000.0,491000000.0,1500000000.0,365000000.0,1500000000.0,1500000000.0,592000000.0,305000000.0,11755000000.0,,1659000000.0,0.0,2372000000.0,META
2011-12-31,USD,6331000000,4604000000.0,1512000000.0,1512000000.0,,,1727000000.0,1475000000.0,450000000.0,162000000.0,80000000.0,82000000.0,,,2396000000.0,149000000.0,90000000.0,1432000000.0,899000000.0,63000000.0,,,279000000.0,533000000.0,,398000000.0,,0.0,677000000.0,467000000.0,135000000.0,4899000000.0,,1606000000.0,0.0,1330000000.0,META
2023-12-31,USD,1069978000000,382801000000.0,38022000000.0,358642000000.0,24159000000.0,,164199000000.0,16947000000.0,,112909000000.0,28283000000.0,84626000000.0,52824000000.0,29066000000.0,353842000000.0,-24159000000.0,,499208000000.0,8253000000.0,,,,5335000000.0,92344000000.0,,24083000000.0,5335000000.0,,24083000000.0,-5335000000.0,,561273000000.0,76802000000.0,607350000000.0,8000000.0,3476647940.0,BRK-B
2022-12-31,USD,948465000000,334159000000.0,35811000000.0,308793000000.0,25366000000.0,,150367000000.0,15584000000.0,,101758000000.0,23639000000.0,78119000000.0,53178000000.0,28050000000.0,308793000000.0,26543000000.0,,466784000000.0,62502000000.0,,,,2429000000.0,76069000000.0,,22805000000.0,2429000000.0,,22805000000.0,8618000000.0,,473424000000.0,67826000000.0,511127000000.0,8000000.0,3499349059.0,BRK-B
2021-12-31,USD,958784000000,371673000000.0,88184000000.0,350719000000.0,20954000000.0,,117501000000.0,14918000000.0,,97492000000.0,23617000000.0,73875000000.0,16434000000.0,17375000000.0,350719000000.0,21805000000.0,,452585000000.0,45234000000.0,,,,2351000000.0,89679000000.0,,28806000000.0,2351000000.0,,28806000000.0,4529000000.0,283520000000.0,506199000000.0,59795000000.0,534421000000.0,8000000.0,3520339767.0,BRK-B
2020-12-31,USD,873729000000,300378000000.0,47990000000.0,281170000000.0,19208000000.0,,103065000000.0,14601000000.0,,97486000000.0,23752000000.0,73734000000.0,301580000000.0,37713000000.0,281170000000.0,19884000000.0,,422393000000.0,45626000000.0,,,,3348000000.0,73261000000.0,,28713000000.0,3348000000.0,,28713000000.0,5648000000.0,422393000000.0,443164000000.0,32853000000.0,444626000000.0,8000000.0,3687360528.0,BRK-B
